LocalAuthorityName,RatingValue
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tendring,3
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Lewes,5
Tendring,5
Tendring,5
Swale,5
East Suffolk,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Tendring,4
Tunbridge Wells,5
East Suffolk,5
Tendring,5
Tendring,4
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,2
Tendring,5
Tendring,5
Tendring,4
Swale,5
Tendring,4
Tendring,5
Tendring,5
East Suffolk,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Wealden,5
Wealden,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tendring,5
Tendring,5
Wealden,5
Wealden,5
Wealden,5
Tendring,5
Tendring,3
Tendring,AwaitingInspection
Swale,5
Tendring,AwaitingInspection
Swale,4
Tendring,1
Wealden,5
Swale,5
Swale,5
Tendring,5
Maidstone,5
Lewes,5
Tendring,4
Lewes,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
East Suffolk,5
East Suffolk,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Swale,5
Tunbridge Wells,5
Swale,4
Wealden,5
Wealden,5
Wealden,5
Wealden,Exempt
Swale,5
East Suffolk,5
East Suffolk,5
Swale,5
East Suffolk,4
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,1
Tendring,4
Tendring,5
Tendring,5
Lewes,5
Lewes,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Lewes,5
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,4
Swale,5
Lewes,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tendring,2
Tendring,4
Rother,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Wealden,5
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Rother,5
Wealden,5
East Suffolk,5
East Suffolk,5
Swale,5
East Suffolk,5
East Suffolk,AwaitingInspection
Tendring,5
East Suffolk,5
East Suffolk,5
Swale,4
Swale,4
Lewes,5
East Suffolk,5
Tunbridge Wells,5
Tendring,5
Maidstone,5
East Suffolk,5
East Suffolk,5
Lewes,5
Tendring,AwaitingInspection
Tendring,5
Tendring,AwaitingInspection
Maidstone,5
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Swale,5
Swale,4
East Suffolk,5
Lewes,2
Lewes,5
Tendring,AwaitingInspection
East Suffolk,5
Swale,5
Swale,5
Swale,4
Tendring,5
Swale,5
Swale,5
Wealden,5
Tendring,4
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tunbridge Wells,Exempt
Tendring,5
East Suffolk,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
East Suffolk,5
East Suffolk,5
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Tendring,5
Swale,5
Tunbridge Wells,5
Tendring,5
Tendring,AwaitingInspection
East Suffolk,Exempt
East Suffolk,5
East Suffolk,5
East Suffolk,3
East Suffolk,5
Tendring,5
Tendring,5
Tendring,5
Wealden,4
Maidstone,AwaitingInspection
Tendring,5
Tendring,5
Lewes,5
East Suffolk,5
Tendring,5
Tendring,3
Tendring,4
Tunbridge Wells,5
Lewes,4
Swale,4
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Lewes,Exempt
Lewes,Exempt
Maidstone,4
Swale,5
Swale,5
Swale,5
Tendring,5
Tendring,5
Tendring,5
Swale,5
Lewes,Exempt
Lewes,Exempt
Tendring,5
Tendring,AwaitingInspection
Maidstone,5
Wealden,5
Swale,5
East Suffolk,5
East Suffolk,5
Lewes,5
Lewes,5
Lewes,Exempt
Lewes,5
Lewes,5
Tendring,3
Tendring,5
East Suffolk,5
East Suffolk,5
Tendring,3
Tendring,5
Swale,5
East Suffolk,5
Tendring,5
Tendring,5
Tendring,5
Swale,5
Lewes,4
Tendring,5
Tendring,4
Tendring,3
Tendring,AwaitingInspection
Swale,5
Lewes,AwaitingInspection
Lewes,5
Lewes,Exempt
Swale,5
Swale,4
Tendring,5
Tendring,AwaitingInspection
Lewes,5
Wealden,5
Lewes,5
Lewes,5
Lewes,5
Lewes,Exempt
Tendring,5
Lewes,1
Lewes,5
Lewes,5
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tendring,3
Tendring,AwaitingInspection
Tendring,5
Maidstone,5
Tendring,5
Tendring,5
Lewes,4
Lewes,1
Lewes,5
Lewes,4
Lewes,Exempt
Tendring,4
Tendring,4
Lewes,5
Maidstone,5
Lewes,5
Swale,AwaitingInspection
Lewes,Exempt
Lewes,Exempt
Lewes,5
Lewes,5
Lewes,4
Lewes,1
Swale,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Tendring,5
Swale,5
Lewes,4
Lewes,Exempt
Lewes,5
Wealden,4
Swale,5
Swale,4
Swale,4
Swale,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,5
Lewes,5
Lewes,5
Lewes,4
Lewes,5
Lewes,Exempt
Tendring,5
Maidstone,5
Lewes,Exempt
Lewes,4
Lewes,5
Lewes,5
Maidstone,5
Maidstone,4
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Lewes,4
East Suffolk,5
Tendring,5
Swale,5
Swale,5
Swale,5
Lewes,5
Lewes,5
Rother,4
Lewes,5
Lewes,5
Swale,4
Lewes,4
Lewes,5
Lewes,5
Tendring,5
Tendring,5
Tendring,4
Maidstone,5
East Suffolk,5
Lewes,4
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Lewes,5
Lewes,5
Lewes,4
Lewes,5
Lewes,5
Lewes,4
Lewes,4
Tendring,AwaitingInspection
Maidstone,5
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Tendring,4
Tendring,3
Lewes,5
Tendring,3
Lewes,5
Tendring,5
Maidstone,5
Swale,5
Tendring,5
Tendring,5
Maidstone,5
Swale,5
Tendring,5
Wealden,4
Lewes,4
Lewes,5
Lewes,5
Tendring,1
Tendring,AwaitingInspection
Lewes,5
Lewes,5
Lewes,5
Lewes,5
Tendring,5
Lewes,5
Wealden,5
Wealden,Exempt
East Suffolk,5
Swale,5
Swale,5
Maidstone,5
Maidstone,5
Swale,5
Swale,5
Wealden,Exempt
Lewes,Exempt
Lewes,5
Lewes,3
Lewes,AwaitingInspection
East Suffolk,5
East Suffolk,4
Maidstone,4
Swale,5
Lewes,5
Lewes,4
Lewes,5
Swale,5
Lewes,5
Lewes,5
Swale,5
Swale,5
Lewes,Exempt
Swale,4
Lewes,5
Tendring,5
Swale,5
Maidstone,5
Swale,5
Maidstone,5
Maidstone,AwaitingInspection
Maidstone,Exempt
Maidstone,4
Maidstone,5
Maidstone,5
Swale,5
Swale,5
Lewes,5
Wealden,5
Swale,4
Maidstone,5
Swale,5
Swale,4
Swale,5
Swale,5
Swale,AwaitingInspection
Maidstone,5
Maidstone,4
Wealden,5
Lewes,5
Lewes,4
Tendring,4
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tendring,5
Swale,5
Tendring,5
Maidstone,5
Maidstone,5
Tendring,AwaitingInspection
Maidstone,5
Maidstone,5
Swale,5
Swale,5
Wealden,5
Wealden,5
Lewes,5
Maidstone,5
Swale,5
Lewes,5
Lewes,5
Maidstone,5
Swale,5
Swale,5
Swale,5
Swale,5
Maidstone,5
Lewes,5
Swale,5
Swale,4
Maidstone,5
Lewes,5
Lewes,5
Tendring,5
Tendring,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Tendring,5
Lewes,Exempt
Wealden,5
Swale,4
Swale,5
Wealden,Exempt
Swale,5
Swale,5
Tendring,AwaitingInspection
Tendring,5
Swale,5
Swale,5
Swale,4
Swale,5
Swale,5
Swale,5
Tendring,5
Maidstone,5
Swale,4
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,4
Swale,Exempt
Lewes,5
Tendring,5
Tendring,4
Tendring,5
Tendring,5
Tendring,5
Lewes,Exempt
Wealden,5
Wealden,5
Wealden,4
Swale,5
Swale,5
Swale,4
Swale,5
Lewes,5
Lewes,5
Lewes,5
Tendring,4
Tendring,4
Wealden,5
Tendring,AwaitingInspection
Swale,5
Swale,2
Swale,5
Swale,4
Maidstone,5
Maidstone,5
Tendring,5
Tendring,4
Swale,5
Swale,5
Swale,Exempt
Swale,AwaitingInspection
Maidstone,5
Maidstone,5
Tendring,5
Maidstone,4
Lewes,5
Lewes,4
Swale,5
Swale,4
Swale,4
Swale,1
Maidstone,4
Lewes,5
Lewes,1
Lewes,5
Lewes,Exempt
Maidstone,4
Maidstone,5
Maidstone,5
Tendring,5
Tendring,3
Swale,5
Rother,4
Maidstone,4
Maidstone,5
Maidstone,5
Swale,2
Swale,1
Tendring,5
Tendring,5
Tendring,5
Swale,5
Swale,5
Swale,5
Swale,5
Swale,2
Maidstone,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tendring,5
Tendring,5
Tunbridge Wells,5
Swale,5
Swale,4
Swale,4
Swale,5
Swale,5
Swale,5
Swale,4
Swale,5
Swale,5
Tendring,5
Tendring,5
Tendring,5
Tendring,3
Tendring,5
Tendring,4
Wealden,4
Maidstone,Exempt
Maidstone,5
Lewes,5
Wealden,5
Lewes,5
Maidstone,5
Swale,5
Tendring,5
Tendring,5
Maidstone,5
Maidstone,5
Swale,5
Swale,3
Maidstone,5
Maidstone,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Lewes,5
Lewes,5
Lewes,5
Lewes,4
Tendring,4
Tendring,5
Tendring,3
Maidstone,5
Tendring,5
Swale,5
Swale,5
Tendring,AwaitingInspection
Swale,3
Tendring,5
Tendring,5
Tendring,5
Maidstone,5
Lewes,5
Swale,5
Swale,3
Tendring,5
Tendring,5
Swale,4
Swale,5
Maidstone,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Swale,5
Tunbridge Wells,5
Maidstone,5
Maidstone,5
Swale,5
Swale,5
Swale,4
Tendring,5
Tendring,5
Tendring,5
Swale,5
Tendring,5
Maidstone,5
Maidstone,5
Maidstone,5
East Suffolk,5
East Suffolk,5
Swale,5
Swale,4
Tendring,5
Tendring,5
Wealden,5
Tendring,5
Maidstone,4
Maidstone,4
Tendring,5
Tendring,5
Swale,5
Swale,5
Swale,5
Tendring,5
Maidstone,5
Swale,4
Swale,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Wealden,3
Swale,5
Wealden,5
Wealden,5
Wealden,5
Tendring,5
Tendring,5
Swale,Exempt
Maidstone,5
Tendring,5
Tendring,5
Tendring,5
Lewes,5
Tendring,5
Tendring,5
Tendring,4
Swale,5
Swale,5
Tendring,5
Lewes,5
Tendring,5
Tendring,5
Tendring,5
Swale,5
Swale,5
Tendring,AwaitingInspection
East Suffolk,5
Tendring,5
East Suffolk,5
Maidstone,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Maidstone,5
Tendring,AwaitingInspection
Tendring,5
Wealden,5
Tendring,AwaitingInspection
Tendring,5
Tendring,AwaitingInspection
Swale,5
Wealden,5
East Suffolk,5
East Suffolk,5
Wealden,5
Wealden,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Maidstone,5
Swale,5
Tendring,5
Tendring,5
Maidstone,4
Maidstone,Exempt
Maidstone,5
Maidstone,3
Wealden,5
Wealden,5
Wealden,5
Maidstone,5
Tendring,5
Tendring,5
East Suffolk,5
Tendring,AwaitingInspection
Wealden,4
Maidstone,5
Tendring,5
Tendring,5
Tendring,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Wealden,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Wealden,4
Swale,5
East Suffolk,4
Tendring,5
Maidstone,5
Tendring,5
Maidstone,5
Wealden,4
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Maidstone,5
Maidstone,5
Wealden,5
Maidstone,5
Tendring,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Tendring,5
Swale,5
Swale,5
Maidstone,5
Maidstone,4
Tendring,5
Tendring,AwaitingInspection
Wealden,Exempt
Maidstone,5
Maidstone,4
Tendring,5
East Suffolk,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,Exempt
Swale,4
Swale,4
Tendring,5
Maidstone,4
Maidstone,AwaitingInspection
Maidstone,Exempt
Maidstone,5
Maidstone,5
Maidstone,3
Tendring,5
Wealden,4
Wealden,5
Wealden,4
Maidstone,5
Wealden,5
Tendring,3
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,AwaitingInspection
Maidstone,5
Maidstone,AwaitingInspection
Tendring,5
Maidstone,5
Maidstone,5
Tendring,5
Tendring,5
Lewes,5
Tendring,5
Tendring,5
Wealden,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,4
Wealden,5
Maidstone,5
Lewes,5
Lewes,4
Lewes,5
Maidstone,5
Maidstone,4
Tendring,4
Maidstone,5
East Suffolk,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
East Suffolk,5
Maidstone,5
Wealden,4
Wealden,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Maidstone,5
Wealden,4
Wealden,5
Wealden,3
Tendring,5
Wealden,4
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tendring,5
Tendring,5
Wealden,5
Swale,5
Maidstone,5
Wealden,5
Tendring,5
Tendring,3
Tendring,5
Maidstone,4
Maidstone,5
Maidstone,4
Tendring,5
Tendring,AwaitingInspection
Maidstone,5
Maidstone,5
Tunbridge Wells,5
Swale,4
Swale,5
Maidstone,5
Wealden,5
Wealden,5
Wealden,5
Tendring,5
Tendring,5
Tunbridge Wells,5
Lewes,Exempt
Wealden,5
Wealden,5
Tendring,5
Tendring,5
Maidstone,5
Wealden,5
Wealden,5
Tunbridge Wells,5
Tunbridge Wells,5
Tendring,5
Maidstone,5
Tendring,5
Maidstone,5
Swale,4
Swale,5
Tunbridge Wells,5
Tendring,5
Tendring,4
Tendring,5
Maidstone,5
Maidstone,5
Swale,4
Swale,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Tunbridge Wells,AwaitingInspection
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tendring,5
Tunbridge Wells,5
Maidstone,4
Maidstone,4
Tendring,5
Wealden,5
Tunbridge Wells,5
Maidstone,5
Tendring,4
Tendring,5
East Suffolk,4
Tendring,AwaitingInspection
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tunbridge Wells,5
Tunbridge Wells,5
Maidstone,5
Maidstone,4
Tunbridge Wells,5
Tunbridge Wells,5
Maidstone,5
Maidstone,4
Swale,5
Tendring,5
Wealden,5
Wealden,5
Wealden,5
Swale,5
Babergh,5
Tunbridge Wells,5
Wealden,5
Maidstone,5
Tendring,AwaitingInspection
Tendring,5
Tendring,4
Wealden,5
Tendring,1
East Suffolk,5
Wealden,5
Maidstone,5
Maidstone,5
Tendring,4
Wealden,5
Maidstone,5
Maidstone,5
East Suffolk,5
Tendring,5
Tendring,5
Tendring,5
Tendring,5
Wealden,5
Wealden,4
Tendring,5
Tendring,5
Tendring,5
Canterbury City,4
Wealden,4
Wealden,5
Wealden,5
East Suffolk,4
Maidstone,5
Maidstone,5
East Suffolk,5
Maidstone,2
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Tonbridge and Malling,4
Tendring,5
Wealden,Exempt
Wealden,5
Tendring,AwaitingInspection
Tendring,5
Maidstone,5
Maidstone,5
Tendring,AwaitingInspection
East Suffolk,5
Babergh,5
Maidstone,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Babergh,5
Tendring,5
Tendring,5
Tendring,4
Tendring,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
East Suffolk,4
East Suffolk,5
Tendring,AwaitingInspection
Tendring,5
Tunbridge Wells,5
Wealden,4
Wealden,5
Maidstone,5
Wealden,4
Tendring,5
Maidstone,5
Maidstone,5
Tendring,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Maidstone,5
Tendring,5
Tendring,5
Maidstone,5
Tendring,AwaitingInspection
Tendring,5
Tendring,5
East Suffolk,3
Maidstone,5
Maidstone,4
Tendring,5
Tunbridge Wells,4
Wealden,5
Tendring,5
Tendring,AwaitingInspection
Maidstone,5
Wealden,5
Wealden,4
Wealden,5
Wealden,5
Wealden,4
Wealden,5
Wealden,4
Wealden,4
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,4
Wealden,5
Wealden,4
Wealden,5
Wealden,3
Tendring,5
Lewes,5
Wealden,5
Tendring,5
Maidstone,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,4
Wealden,4
Wealden,5
Wealden,4
Wealden,4
Wealden,4
Wealden,5
Wealden,4
Tendring,5
Maidstone,5
Wealden,5
Maidstone,5
Maidstone,5
Maidstone,2
Maidstone,Exempt
Wealden,5
Swale,5
Wealden,4
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,5
Wealden,4
Maidstone,5
Wealden,5
Wealden,5
Maidstone,5
Maidstone,5
Maidstone,5
Wealden,5
Maidstone,3
Swale,5
Maidstone,5
Wealden,4
Wealden,3
Wealden,5
Maidstone,5
Maidstone,4
Maidstone,4
Babergh,5
Maidstone,4
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Babergh,AwaitingInspection
Tendring,5
Tendring,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Swale,5
Maidstone,1
Maidstone,5
Tendring,AwaitingInspection
Swale,5
Lewes,5
Lewes,5
Tendring,5
Swale,4
Swale,5
Maidstone,5
Tendring,5
Swale,5
Swale,4
Swale,5
Maidstone,4
Maidstone,5
Swale,5
Maidstone,5
Wealden,Exempt
Swale,5
Wealden,5
Lewes,5
Lewes,4
Maidstone,5
Maidstone,AwaitingInspection
Lewes,5
Wealden,5
Wealden,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,4
Maidstone,4
Medway,5
Wealden,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Tendring,5
Maidstone,5
Tunbridge Wells,5
Tunbridge Wells,4
Wealden,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,5
Medway,5
Medway,5
Lewes,5
Medway,5
Maidstone,5
Maidstone,4
Tendring,AwaitingInspection
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Tendring,5
Wealden,5
Tendring,5
Tendring,5
Tendring,5
Tunbridge Wells,5
Rochford,Exempt
Lewes,5
Tendring,AwaitingInspection
Maidstone,5
Tendring,5
Medway,5
Medway,AwaitingInspection
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Lewes,5
Lewes,5
Lewes,5
Maidstone,5
Wealden,5
Tendring,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Tendring,5
Wealden,5
Lewes,5
Lewes,5
Maidstone,5
Tendring,5
Maidstone,5
Maidstone,5
Tunbridge Wells,5
Lewes,5
Maidstone,4
Tendring,4
Lewes,5
Lewes,5
Tendring,5
Tendring,5
Tendring,AwaitingInspection
Lewes,5
Maidstone,5
Lewes,1
Lewes,5
Tendring,5
Wealden,5
Maidstone,5
Maidstone,5
Tendring,5
Maidstone,5
Tendring,AwaitingInspection
Tendring,AwaitingInspection
Maidstone,5
Tendring,AwaitingInspection
Maidstone,5
Southend-On-Sea,4
Maidstone,5
Maidstone,5
Tendring,AwaitingInspection
Maidstone,5
Maidstone,5
Lewes,5
Lewes,5
Lewes,5
Lewes,Exempt
Wealden,5
Maidstone,4
Maidstone,5
Maidstone,2
Maidstone,5
Lewes,4
Lewes,5
Maidstone,5
Maidstone,5
Lewes,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,5
Tendring,AwaitingInspection
Maidstone,5
Lewes,4
Tendring,AwaitingInspection
Tendring,3
Southend-On-Sea,4
Southend-On-Sea,5
Southend-On-Sea,Exempt
Southend-On-Sea,5
Southend-On-Sea,4
Southend-On-Sea,5
Southend-On-Sea,5
Lewes,Exempt
Lewes,5
Southend-On-Sea,Exempt
Babergh,5
Southend-On-Sea,5
Southend-On-Sea,4
Lewes,5
Lewes,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Lewes,Exempt
Tendring,AwaitingInspection
Southend-On-Sea,AwaitingInspection
Southend-On-Sea,4
Maidstone,5
Maidstone,1
Tendring,5
Tendring,5
Medway,AwaitingInspection
Southend-On-Sea,Exempt
Lewes,4
Hackney,AwaitingInspection
Maidstone,5
Maidstone,5
Maidstone,4
Southend-On-Sea,Exempt
Tendring,4
Southend-On-Sea,5
Lewes,5
Tunbridge Wells,5
Medway,5
Lewes,4
Lewes,5
Lewes,5
Wealden,5
Wealden,4
Lewes,5
Maidstone,5
Lewes,5
Lewes,Exempt
Lewes,Exempt
Lewes,5
Lewes,5
Lewes,5
Lewes,3
Maidstone,4
Maidstone,4
Lewes,5
Medway,4
Swale,5
Medway,5
Lewes,5
Lewes,4
Lewes,5
Maidstone,4
Maidstone,5
Maidstone,5
Medway,5
Maidstone,5
Lewes,AwaitingInspection
Maidstone,5
Lewes,Exempt
Maidstone,5
Lewes,AwaitingInspection
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Medway,5
Tunbridge Wells,5
Lewes,1
Maidstone,2
Maidstone,3
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Lewes,5
Lewes,3
Maidstone,5
Southend-On-Sea,5
Medway,AwaitingInspection
Tendring,5
Southend-On-Sea,AwaitingInspection
Southend-On-Sea,5
Southend-On-Sea,3
Maidstone,5
Maidstone,5
Lewes,5
Lewes,4
Lewes,5
Lewes,5
Lewes,5
Tendring,5
Lewes,5
Wealden,5
Tendring,AwaitingInspection
Babergh,5
Maidstone,0
Lewes,5
Lewes,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,Exempt
Medway,5
Babergh,5
Maidstone,1
Maidstone,4
Maidstone,5
Maidstone,3
Lewes,Exempt
Lewes,5
Lewes,4
Lewes,5
Lewes,5
Lewes,Exempt
Lewes,Exempt
Babergh,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Wealden,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,AwaitingInspection
Maidstone,3
Maidstone,AwaitingInspection
Maidstone,Exempt
Maidstone,5
Maidstone,5
Lewes,5
Lewes,5
Lewes,5
Lewes,5
Lewes,5
Lewes,Exempt
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,4
Medway,AwaitingInspection
Medway,5
Lewes,5
Lewes,5
Lewes,Exempt
Tendring,5
Maidstone,5
Maidstone,5
Maidstone,3
Lewes,Exempt
Medway,5
Southend-On-Sea,5
Southend-On-Sea,5
Lewes,5
Lewes,Exempt
Tendring,5
Tendring,5
Southend-On-Sea,5
Southend-On-Sea,Exempt
Southend-On-Sea,5
Maidstone,4
Medway,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Medway,5
Swale,5
Southend-On-Sea,5
Lewes,5
Lewes,5
Medway,5
Lewes,3
Maidstone,5
Medway,4
Medway,AwaitingInspection
Tunbridge Wells,3
Medway,5
Wealden,5
Wealden,5
Lewes,5
Medway,5
Maidstone,5
Medway,5
Maidstone,5
Maidstone,5
Maidstone,1
Maidstone,4
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,3
Lewes,5
Tendring,5
Tendring,5
Lewes,5
Southend-On-Sea,5
Lewes,Exempt
Tendring,5
Lewes,0
Tunbridge Wells,5
Maidstone,5
Rochford,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
East Suffolk,5
Maidstone,5
Maidstone,3
Maidstone,5
Maidstone,4
Maidstone,4
Medway,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Wealden,5
Wealden,5
Maidstone,5
Maidstone,5
Lewes,5
Tunbridge Wells,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Wealden,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,AwaitingInspection
Maidstone,5
Maidstone,5
Maidstone,3
Maidstone,5
Maidstone,5
Maidstone,3
Maidstone,4
Maidstone,5
Maidstone,4
Maidstone,4
Rochford,5
Maidstone,4
Maidstone,4
Maidstone,5
Maidstone,4
Rochford,5
Rochford,5
Rochford,5
Rochford,5
Rochford,Exempt
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Rochford,5
Maidstone,5
Lewes,5
Medway,5
Maidstone,4
Maidstone,5
Medway,AwaitingInspection
Medway,AwaitingInspection
Maidstone,5
Maidstone,5
Maidstone,4
Medway,5
Medway,5
Maidstone,5
Maidstone,4
Maidstone,5
Lewes,5
Maidstone,5
Maidstone,2
Maidstone,4
Maidstone,5
Southend-On-Sea,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Southend-On-Sea,5
Southend-On-Sea,4
Southend-On-Sea,5
Southend-On-Sea,4
Maidstone,5
Maidstone,5
Medway,5
Southend-On-Sea,5
Medway,AwaitingInspection
Maidstone,5
Medway,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,4
Maidstone,5
Medway,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,3
Lewes,Exempt
Southend-On-Sea,5
Maidstone,5
Maidstone,Exempt
Medway,5
Medway,AwaitingInspection
Maidstone,2
Maidstone,5
Rochford,AwaitingInspection
Maidstone,4
Maidstone,5
Maidstone,AwaitingInspection
Maidstone,5
Maidstone,1
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,4
Southend-On-Sea,5
Tendring,5
Maidstone,5
Maidstone,5
Maidstone,5
Maidstone,4
Maidstone,5
Maidstone,5
Rochford,4
Southend-On-Sea,AwaitingInspection
Maidstone,1
